# Goxel 0.13.0
# One line per voxel
# X Y Z RRGGBB
-2 -16 31 ff0000
-1 -16 31 ff0000
-16 -15 31 00ff00
-16 -14 31 00ff00
-16 -13 31 00ff00
-16 -12 31 00ff00
-16 -11 31 00ff00
-16 -10 31 00ff00
-16 -9 31 00ff00
-16 -8 31 00ff00
-16 -7 31 00ff00
-16 -6 31 00ff00
-16 -5 31 00ff00
-16 -4 31 00ff00
-16 -3 31 00ff00
-16 -2 31 00ff00
-16 -1 31 00ff00
15 15 16 0000ff
15 15 17 0000ff
15 15 18 0000ff
15 15 19 0000ff
15 15 20 0000ff
15 15 21 0000ff
15 15 22 0000ff
15 15 23 0000ff
15 15 24 0000ff
15 15 25 0000ff
15 15 26 0000ff
15 15 27 0000ff
15 15 28 0000ff
15 15 29 0000ff
15 15 30 0000ff
15 0 31 00ff00
15 1 31 00ff00
15 2 31 00ff00
15 3 31 00ff00
15 4 31 00ff00
15 5 31 00ff00
15 6 31 00ff00
15 7 31 00ff00
15 8 31 00ff00
15 9 31 00ff00
15 10 31 00ff00
15 11 31 00ff00
15 12 31 00ff00
15 13 31 00ff00
15 14 31 00ff00
0 15 31 ff0000
1 15 31 ff0000
2 15 31 ff0000
3 15 31 ff0000
4 15 31 ff0000
5 15 31 ff0000
6 15 31 ff0000
7 15 31 ff0000
8 15 31 ff0000
9 15 31 ff0000
10 15 31 ff0000
11 15 31 ff0000
12 15 31 ff0000
13 15 31 ff0000
14 15 31 ff0000
15 15 31 000000
15 -16 16 0000ff
15 -16 17 0000ff
15 -16 18 0000ff
15 -16 19 0000ff
15 -16 20 0000ff
15 -16 21 0000ff
15 -16 22 0000ff
15 -16 23 0000ff
15 -16 24 0000ff
15 -16 25 0000ff
15 -16 26 0000ff
15 -16 27 0000ff
15 -16 28 0000ff
15 -16 29 0000ff
15 -16 30 0000ff
0 -16 31 ff0000
1 -16 31 ff0000
2 -16 31 ff0000
3 -16 31 ff0000
4 -16 31 ff0000
5 -16 31 ff0000
6 -16 31 ff0000
7 -16 31 ff0000
8 -16 31 ff0000
9 -16 31 ff0000
10 -16 31 ff0000
11 -16 31 ff0000
12 -16 31 ff0000
13 -16 31 ff0000
14 -16 31 ff0000
15 -16 31 000000
15 -15 31 00ff00
15 -14 31 00ff00
15 -13 31 00ff00
15 -12 31 00ff00
15 -11 31 00ff00
15 -10 31 00ff00
15 -9 31 00ff00
15 -8 31 00ff00
15 -7 31 00ff00
15 -6 31 00ff00
15 -5 31 00ff00
15 -4 31 00ff00
15 -3 31 00ff00
15 -2 31 00ff00
15 -1 31 00ff00
