# Goxel 0.13.0
# One line per voxel
# X Y Z RRGGBB
-8 6 23 66ff33
-7 6 23 66ff33
-8 7 23 66ff33
-7 7 23 66ff33
-8 8 23 66ff33
-7 8 23 66ff33
-8 9 23 66ff33
-7 9 23 66ff33
-8 10 23 66ff33
-7 10 23 66ff33
-8 11 23 66ff33
-7 11 23 66ff33
-8 12 23 66ff33
-7 12 23 66ff33
-8 13 23 66ff33
-7 13 23 66ff33
-8 14 23 66ff33
-7 14 23 66ff33
-16 15 23 666699
-8 15 23 66ff33
-7 15 23 66ff33
-9 0 24 66ff33
-8 0 24 66ff33
-9 1 24 66ff33
-8 1 24 66ff33
-9 2 24 66ff33
-8 2 24 66ff33
-9 3 24 66ff33
-8 3 24 66ff33
-9 4 24 66ff33
-8 4 24 66ff33
-9 5 24 66ff33
-8 5 24 66ff33
-9 6 24 66ff33
-8 6 24 66ff33
-9 7 24 66ff33
-8 7 24 66ff33
-9 8 24 66ff33
-8 8 24 66ff33
-9 9 24 66ff33
-8 9 24 66ff33
-9 10 24 66ff33
-8 10 24 66ff33
-9 11 24 66ff33
-8 11 24 66ff33
-9 12 24 66ff33
-8 12 24 66ff33
-9 13 24 66ff33
-8 13 24 66ff33
-9 14 24 66ff33
-8 14 24 66ff33
-16 15 24 666699
-9 15 24 66ff33
-8 15 24 66ff33
-10 0 25 66ff33
-9 0 25 66ff33
-10 1 25 66ff33
-9 1 25 66ff33
-10 2 25 66ff33
-9 2 25 66ff33
-10 3 25 66ff33
-9 3 25 66ff33
-10 4 25 66ff33
-9 4 25 66ff33
-10 5 25 66ff33
-9 5 25 66ff33
-10 6 25 66ff33
-9 6 25 66ff33
-10 7 25 66ff33
-9 7 25 66ff33
-10 8 25 66ff33
-9 8 25 66ff33
-10 9 25 66ff33
-9 9 25 66ff33
-10 10 25 66ff33
-9 10 25 66ff33
-10 11 25 66ff33
-9 11 25 66ff33
-10 12 25 66ff33
-9 12 25 66ff33
-10 13 25 66ff33
-9 13 25 66ff33
-10 14 25 66ff33
-9 14 25 66ff33
-16 15 25 666699
-10 15 25 66ff33
-9 15 25 66ff33
-11 0 26 66ff33
-10 0 26 66ff33
-11 1 26 66ff33
-10 1 26 66ff33
-11 2 26 66ff33
-10 2 26 66ff33
-11 3 26 66ff33
-10 3 26 66ff33
-11 4 26 66ff33
-10 4 26 66ff33
-11 5 26 66ff33
-10 5 26 66ff33
-11 6 26 66ff33
-10 6 26 66ff33
-11 7 26 66ff33
-10 7 26 66ff33
-11 8 26 66ff33
-10 8 26 66ff33
-11 9 26 66ff33
-10 9 26 66ff33
-11 10 26 66ff33
-10 10 26 66ff33
-11 11 26 66ff33
-10 11 26 66ff33
-11 12 26 66ff33
-10 12 26 66ff33
-11 13 26 66ff33
-10 13 26 66ff33
-11 14 26 66ff33
-10 14 26 66ff33
-16 15 26 666699
-11 15 26 66ff33
-10 15 26 66ff33
-12 0 27 66ff33
-11 0 27 66ff33
-12 1 27 66ff33
-11 1 27 66ff33
-12 2 27 66ff33
-11 2 27 66ff33
-12 3 27 66ff33
-11 3 27 66ff33
-12 4 27 66ff33
-11 4 27 66ff33
-12 5 27 66ff33
-11 5 27 66ff33
-12 6 27 66ff33
-11 6 27 66ff33
-12 7 27 66ff33
-11 7 27 66ff33
-12 8 27 66ff33
-11 8 27 66ff33
-12 9 27 66ff33
-11 9 27 66ff33
-12 10 27 66ff33
-11 10 27 66ff33
-12 11 27 66ff33
-11 11 27 66ff33
-12 12 27 66ff33
-11 12 27 66ff33
-12 13 27 66ff33
-11 13 27 66ff33
-12 14 27 66ff33
-11 14 27 66ff33
-16 15 27 666699
-12 15 27 66ff33
-11 15 27 66ff33
-13 0 28 66ff33
-12 0 28 66ff33
-13 1 28 66ff33
-12 1 28 66ff33
-13 2 28 66ff33
-12 2 28 66ff33
-13 3 28 66ff33
-12 3 28 66ff33
-13 4 28 66ff33
-12 4 28 66ff33
-13 5 28 66ff33
-12 5 28 66ff33
-13 6 28 66ff33
-12 6 28 66ff33
-13 7 28 66ff33
-12 7 28 66ff33
-13 8 28 66ff33
-12 8 28 66ff33
-13 9 28 66ff33
-12 9 28 66ff33
-13 10 28 66ff33
-12 10 28 66ff33
-13 11 28 66ff33
-12 11 28 66ff33
-13 12 28 66ff33
-12 12 28 66ff33
-13 13 28 66ff33
-12 13 28 66ff33
-13 14 28 66ff33
-12 14 28 66ff33
-16 15 28 666699
-13 15 28 66ff33
-12 15 28 66ff33
-14 0 29 66ff33
-13 0 29 66ff33
-14 1 29 66ff33
-13 1 29 66ff33
-14 2 29 66ff33
-13 2 29 66ff33
-14 3 29 66ff33
-13 3 29 66ff33
-14 4 29 66ff33
-13 4 29 66ff33
-14 5 29 66ff33
-13 5 29 66ff33
-14 6 29 66ff33
-13 6 29 66ff33
-14 7 29 66ff33
-13 7 29 66ff33
-14 8 29 66ff33
-13 8 29 66ff33
-14 9 29 66ff33
-13 9 29 66ff33
-14 10 29 66ff33
-13 10 29 66ff33
-14 11 29 66ff33
-13 11 29 66ff33
-14 12 29 66ff33
-13 12 29 66ff33
-14 13 29 66ff33
-13 13 29 66ff33
-14 14 29 66ff33
-13 14 29 66ff33
-16 15 29 666699
-14 15 29 66ff33
-13 15 29 66ff33
-15 0 30 66ff33
-14 0 30 66ff33
-15 1 30 66ff33
-14 1 30 66ff33
-15 2 30 66ff33
-14 2 30 66ff33
-15 3 30 66ff33
-14 3 30 66ff33
-15 4 30 66ff33
-14 4 30 66ff33
-15 5 30 66ff33
-14 5 30 66ff33
-15 6 30 66ff33
-14 6 30 66ff33
-15 7 30 66ff33
-14 7 30 66ff33
-15 8 30 66ff33
-14 8 30 66ff33
-15 9 30 66ff33
-14 9 30 66ff33
-15 10 30 66ff33
-14 10 30 66ff33
-15 11 30 66ff33
-14 11 30 66ff33
-15 12 30 66ff33
-14 12 30 66ff33
-15 13 30 66ff33
-14 13 30 66ff33
-15 14 30 66ff33
-14 14 30 66ff33
-15 15 30 66ff33
-14 15 30 66ff33
-16 0 31 666699
-15 0 31 99cc99
-16 1 31 666699
-15 1 31 99cc99
-16 2 31 666699
-15 2 31 99cc99
-16 3 31 666699
-15 3 31 99cc99
-16 4 31 666699
-15 4 31 99cc99
-16 5 31 666699
-15 5 31 99cc99
-16 6 31 666699
-15 6 31 99cc99
-16 7 31 666699
-15 7 31 99cc99
-16 8 31 666699
-15 8 31 99cc99
-16 9 31 666699
-15 9 31 99cc99
-16 10 31 666699
-15 10 31 99cc99
-16 11 31 666699
-15 11 31 99cc99
-16 12 31 666699
-15 12 31 99cc99
-16 13 31 666699
-15 13 31 99cc99
-16 14 31 666699
-15 14 31 99cc99
-16 15 31 666699
-15 15 31 99cc99
0 0 16 66ff33
0 1 16 66ff33
0 2 16 66ff33
0 3 16 66ff33
0 4 16 66ff33
0 5 16 66ff33
0 6 16 66ff33
0 7 16 66ff33
0 8 16 66ff33
0 9 16 66ff33
0 10 16 66ff33
0 11 16 66ff33
0 12 16 66ff33
0 13 16 66ff33
0 14 16 66ff33
0 15 16 66ff33
-13 -16 0 99cc99
-12 -16 0 99cc99
-13 -15 0 99cc99
-14 -14 0 99cc99
-13 -14 0 99cc99
-14 -13 0 99cc99
-15 -12 0 99cc99
-14 -12 0 99cc99
-15 -11 0 99cc99
-16 -10 0 99cc99
-15 -10 0 99cc99
-16 -9 0 99cc99
-16 -8 0 99cc99
